Rock of Ages 2: Bigger & Boulder™,1691,"28 Aug, 2017","Strategy, Action, Comedy, Indie, Racing, Multiplayer, Tower Defense, Funny, Historical, Co-op, Split Screen, Singleplayer, Memes, Local Multiplayer, Destruction, Local Co-Op, Great Soundtrack"
Serious Sam Fusion 2017 (beta),2374,,"Action, FPS, Indie, Gore, Multiplayer, First-Person, VR, Violent, Co-op, Shooter, Comedy, Singleplayer, Great Soundtrack, Funny, Online Co-Op, Classic, Difficult, Local Co-Op, Arena Shooter, Local Multiplayer"
Road Redemption,6941,"4 Oct, 2017","Racing, Action, Motorbike, Indie, Multiplayer, Simulation, Adventure, Arcade, Violent, Local Co-Op, Singleplayer, 4 Player Local, Gore, Local Multiplayer, Funny, Third Person, Roguelike, Sports, Shooter, Roguelite"
Life is Feudal: Your Own,7928,"17 Nov, 2015","Open World Survival Craft, Medieval, Open World, Survival, Crafting, Sandbox, Building, Multiplayer, RPG, Simulation, Co-op, MMORPG, Action, Adventure, Massively Multiplayer, Indie, Strategy, Atmospheric, Historical, Singleplayer"
The Escapists,12772,"13 Feb, 2015","Pixel Graphics, Strategy, Crafting, Singleplayer, 2D, Simulation, Indie, Action, Difficult, Survival, Adventure, Puzzle, RPG, Top-Down, Funny, Sandbox, Multiplayer, Comedy, Co-op, Roguelike"
EmergeNYC,2072,"3 Nov, 2016","Early Access, Simulation, Open World, Multiplayer, Action, Strategy, Realistic, Driving, RPG, Indie, Casual, Singleplayer, Adventure, Racing, Automobile Sim, Massively Multiplayer, First-Person, Third Person, Sandbox, RTS"
Pacer,401,Oct 2020,"Combat Racing, Racing, Sports, PvP, Automobile Sim, Shooter, Arcade, Cyberpunk, Vehicular Combat, Action, Simulation, Colorful, Dystopian , Sci-fi, Futuristic, Atmospheric, Multiplayer, Singleplayer, Fast-Paced, Indie"
Slender: The Arrival,4969,"28 Oct, 2013","Horror, Survival Horror, First-Person, Indie, Dark, Singleplayer, Psychological Horror, Multiplayer, Walking Simulator, Atmospheric, Adventure, Survival, Action, Difficult, Open World, Female Protagonist, Exploration, VR, Short, Co-op"
Tactical Monsters Rumble Arena,4409,"31 Jan, 2018","Free to Play, Strategy, RPG, Indie, Adventure, Turn-Based, Multiplayer, Card Game, Tactical, Turn-Based Strategy, Turn-Based Tactics, PvP, Tactical RPG, Action, Casual, Simulation, Early Access, Singleplayer, Hex Grid"
Clicker Heroes,53286,"13 May, 2015","Clicker, Free to Play, Casual, Singleplayer, 2D, Indie, Funny, Addictive, RPG, Adventure, Fantasy, Strategy, Simulation, Family Friendly, Multiplayer, Touch-Friendly, Action, Management, Illuminati, Idler"
Home Sweet Home,2141,"26 Sep, 2017","Horror, Adventure, Indie, Survival Horror, Singleplayer, First-Person, VR, Atmospheric, Psychological Horror, Gore, Multiplayer, Puzzle, Walking Simulator, Story Rich, Dark, Episodic, Action, Dating Sim, Stealth"
FOOTSIES Rollback Edition,156,"30 Sep, 2020","2D Fighter, Action, Casual, PvP, Fighting, Arcade, 2D, Funny, Pixel Graphics, Multiplayer, Retro, Singleplayer, Indie"
Scribblenauts Unlimited,5518,"15 Feb, 2013","Puzzle, Casual, Adventure, Family Friendly, Sandbox, Singleplayer, 2D, Funny, Comedy, Open World, Cute, Strategy, Education, Fantasy, Moddable, Platformer, Replay Value, Multiplayer, Action, Indie"
Closers,3905,"6 Feb, 2018","Anime, Free to Play, Massively Multiplayer, Action, RPG, Hack and Slash, MMORPG, Multiplayer, Character Customization, JRPG, Beat 'em up, Side Scroller, Nudity, Sexual Content, Great Soundtrack, Adventure, Singleplayer, Open World, Indie, Early Access"
Mount & Blade: With Fire & Sword,8090,"3 May, 2011","RPG, Open World, Medieval, Action, Strategy, Historical, Multiplayer, War, Singleplayer, Sandbox, Third Person, Adventure, Character Customization, First-Person, Horses, Moddable, Simulation, Action RPG, Based On A Novel, Indie"
E.Y.E: Divine Cybermancy,4830,"29 Jul, 2011","Cyberpunk, RPG, FPS, Action, Co-op, Indie, Hacking, Singleplayer, Sci-fi, Multiplayer, First-Person, Surreal, Atmospheric, Shooter, Online Co-Op, Action RPG, Story Rich, Adventure, Stealth, Inventory Management"
Guts and Glory,1239,"19 Jul, 2018","Action, Casual, Racing, Indie, Gore, Funny, Physics, Violent, Open World, Blood, Early Access, Comedy, Sandbox, Third Person, Singleplayer, Level Editor, Difficult, Dark Humor, Survival, Multiplayer"
Victor Vran ARPG,3013,"24 Jul, 2015","Action RPG, Hack and Slash, RPG, Adventure, Co-op, Action, Isometric, Multiplayer, Loot, Dungeon Crawler, Indie, Local Co-Op, Controller, Fantasy, Online Co-Op, Singleplayer, Dark Fantasy, Top-Down, Difficult, Steampunk"
Project Arrhythmia,800,"14 Jun, 2019","Music, Rhythm, Bullet Hell, Indie, Action, Early Access, Level Editor, Adventure, Difficult, 2D, Strategy, Arcade, Hand-drawn, Co-op, Local Co-Op, Multiplayer, Singleplayer, 4 Player Local, Local Multiplayer, Sexual Content"
Serious Sam 2,6621,"31 Jan, 2012","Action, FPS, Co-op, Comedy, Multiplayer, Shooter, First-Person, Gore, Funny, Classic, Singleplayer, Adventure, Indie, Sci-fi, Online Co-Op, Colorful, Great Soundtrack, Atmospheric, Open World, Difficult"
Raw Data,1889,"5 Oct, 2017","VR, Action, Multiplayer, FPS, Indie, Co-op, Strategy, Cyberpunk, Singleplayer, Early Access, Shooter, Online Co-Op, Arcade, Robots, Co-op Campaign, PvP, Sci-fi, Horror, Futuristic, Atmospheric"
Faeria,1044,"8 Mar, 2017","Card Game, Strategy, Massively Multiplayer, Indie, Multiplayer, Adventure, RPG, Board Game, Fantasy, Turn-Based, Hex Grid, Singleplayer, Turn-Based Strategy, Trading Card Game, Action, Casual, Early Access, Survival, Anime, Relaxing"
SimplePlanes,6119,"17 Dec, 2015","Simulation, Sandbox, Building, Flight, Open World, Physics, Singleplayer, Indie, Moddable, Destruction, Multiplayer, Funny, Realistic, Action, Shooter, Racing, Adventure, Great Soundtrack, Strategy, Co-op"
Day of Infamy,16404,"23 Mar, 2017","World War II, FPS, Multiplayer, War, Realistic, Action, Shooter, Military, Tactical, Singleplayer, First-Person, Strategy, Historical, Co-op, Gore, Indie, Simulation, Online Co-Op, Open World, Early Access"
Survive on Raft,263,"5 Jul, 2019","Simulation, Indie, Multiplayer, Survival, Open World Survival Craft, Crafting, Building, Singleplayer, Open World, Base Building, Sandbox, Inventory Management, Fishing, Realistic, Adventure, First-Person, Action, Difficult, Exploration, Resource Management"
Pikuniku,2707,"24 Jan, 2019","Indie, Casual, Adventure, Action, Cute, Funny, Puzzle, Co-op, Platformer, 2D, Comedy, Multiplayer, Great Soundtrack, Dystopian , Family Friendly, Local Co-Op, Puzzle Platformer, Singleplayer, Exploration, Colorful"
The Incredible Adventures of Van Helsing,5960,"22 May, 2013","RPG, Hack and Slash, Action RPG, Action, Adventure, Indie, Fantasy, Co-op, Loot, Steampunk, Multiplayer, Singleplayer, Dungeon Crawler, Dark Fantasy, Isometric, Gothic, Funny, Vampire, Magic, Based On A Novel"
GameGuru,981,"19 May, 2015","Game Development, Software, Design & Illustration, Utilities, Animation & Modeling, GameMaker, FPS, Software Training, Action, Education, Indie, Shooter, Multiplayer, Simulation, Singleplayer, Zombies, Crafting, VR, Early Access, Strategy"
Executive Assault 2,654,"18 Oct, 2018","Strategy, Action, Multiplayer, RTS, Space, Indie, Early Access, Base Building, Real-Time, FPS, Building, Singleplayer, Sci-fi, First-Person, Shooter, War, Co-op, Robots"
Warhammer: Vermintide 2 - Collector's Edition Upgrade,371,"8 Mar, 2018","Action, Indie, Gore, Violent, Co-op, Dark Fantasy, Action RPG, Hack and Slash, Singleplayer, Multiplayer, Fantasy, Online Co-Op, Tactical, First-Person, FPS, Moddable, Adventure, PvE, Replay Value, Games Workshop"
Distance,4446,"18 Sep, 2018","Racing, Great Soundtrack, Futuristic, Multiplayer, Level Editor, Indie, Action, Atmospheric, Singleplayer, Fast-Paced, Cyberpunk, Arcade, Local Multiplayer, Sci-fi, Split Screen, Survival, Platformer, Early Access, 4 Player Local, Adventure"
Sanctum 2,6873,"15 May, 2013","Tower Defense, FPS, Co-op, Strategy, Action, Indie, Online Co-Op, Sci-fi, Multiplayer, First-Person, Shooter, Singleplayer, Survival, Futuristic, Aliens, Female Protagonist, Great Soundtrack, RPG, Adventure, Funny"
RWBY: Grimm Eclipse,9622,"5 Jul, 2016","Action, Hack and Slash, Female Protagonist, Anime, Co-op, Multiplayer, Adventure, Great Soundtrack, Online Co-Op, Indie, Beat 'em up, Third Person, Fighting, Early Access, Spectacle fighter, Cute, Action RPG, Fantasy, Team-Based, Singleplayer"
Wargame: Airland Battle,3180,"29 May, 2013","Strategy, RTS, Military, Cold War, Real Time Tactics, Wargame, Tactical, Real-Time, Simulation, Multiplayer, War, Realistic, Difficult, Singleplayer, Action, Co-op, Alternate History, America, Indie, Historical"
Super Motherload,416,"4 Apr, 2014","Indie, Mining, Local Co-Op, Adventure, Casual, RPG, 4 Player Local, Local Multiplayer, Procedural Generation, Great Soundtrack, Loot, Underground, Multiplayer, Sci-fi, Singleplayer, Action, Classic, Exploration, Retro, Family Friendly"
Swords & Souls: Neverseen,2069,"22 Jul, 2019","RPG, Action, Adventure, Indie, Character Customization, Singleplayer, Turn-Based, 2D, Fantasy, Turn-Based Combat, Strategy, Great Soundtrack, Casual, Relaxing, Funny, Cartoony, Colorful, Minigames, Clicker, Multiplayer"
Risk of Rain,18472,"8 Nov, 2013","Action Roguelike, Roguelike, Indie, Platformer, Action, Pixel Graphics, Great Soundtrack, Online Co-Op, Difficult, Perma Death, Co-op, 2D, Local Co-Op, Roguelite, Multiplayer, RPG, Singleplayer, Addictive, Replay Value, Survival"
Aim Lab,18519,"7 Feb, 2018","Free to Play, FPS, Simulation, Shooter, Action, First-Person, Early Access, Singleplayer, Indie, Multiplayer, eSports, Casual, Competitive, Third-Person Shooter, Sniper, Adventure, Difficult, Score Attack, Fast-Paced, Tactical"
Angels Fall First,2050,"1 Oct, 2015","Action, Indie, Sci-fi, FPS, Multiplayer, Space, Simulation, Early Access, First-Person, Singleplayer, Tactical, Co-op, Shooter, Futuristic, Open World, Great Soundtrack"
Stars End,534,"14 Oct, 2019","Massively Multiplayer, Action, Simulation, Adventure, Survival, Indie, Space, Open World Survival Craft, Multiplayer, Open World, Early Access, Building, Crafting, Sci-fi, Singleplayer, First-Person, Sandbox, Third Person, FPS, Shooter"
Ben and Ed,1657,"8 Dec, 2015","Action, Indie, 3D Platformer, Funny, Parkour, Multiplayer, Gore, Zombies, Adventure, Singleplayer, Difficult, Horror, Great Soundtrack, Comedy, Sports, Blood, Platformer, Co-op, Dark Humor, Dark"
Ball 3D: Soccer Online,354,"31 Mar, 2017","Multiplayer, Soccer, Competitive, Sports, Racing, Team-Based, Online Co-Op, Fast-Paced, Football, Co-op, eSports, Funny, Action, PvP, Simulation, Indie, Modern, Great Soundtrack, Casual, Singleplayer"
Heliborne - Enhanced Edition,2608,"12 Oct, 2017","Action, Flight, Indie, Multiplayer, Massively Multiplayer, Military, Tactical, Co-op, Team-Based, Realistic, Casual, Singleplayer, Early Access, War, Open World, Simulation, Shooter, Arcade, Strategy, Third Person"
Tooth and Tail,2374,"12 Sep, 2017","Strategy, RTS, Pixel Graphics, Multiplayer, Indie, Action, Casual, Great Soundtrack, 2D, Competitive, Controller, Singleplayer, Split Screen, Local Co-Op, Isometric, Story Rich, Procedural Generation, Local Multiplayer, 4 Player Local"
Blood and Bacon,18577,"1 Feb, 2016","Gore, Funny, Shooter, Multiplayer, Action, FPS, Horror, Co-op, Online Co-Op, Blood, Memes, First-Person, Indie, Adventure, Singleplayer, Survival Horror, Survival, Illuminati, Psychological Horror, Dating Sim"
The Incredible Adventures of Van Helsing: Final Cut,1173,"6 Nov, 2015","RPG, Adventure, Hack and Slash, Action, Action RPG, Indie, Co-op, Loot, Steampunk, Multiplayer, Isometric, Singleplayer, Fantasy, Great Soundtrack, Horror, Vampire, Atmospheric"
Cat Quest,3891,"8 Aug, 2017","Adventure, RPG, Cats, Cute, Action, Hack and Slash, Indie, Singleplayer, Open World, Action RPG, Loot, Family Friendly, Casual, Fantasy, Funny, Dragons, 2D, Multiplayer, Great Soundtrack"
Mount & Blade,3828,"3 Nov, 2008","RPG, Medieval, Open World, Strategy, Sandbox, Action, Singleplayer, Adventure, Third Person, Indie, Multiplayer, Historical, Moddable, Action RPG, Character Customization, First-Person, Simulation, Replay Value, Fantasy, Female Protagonist"
Orcs Must Die!,4725,"11 Oct, 2011","Tower Defense, Action, Strategy, Third Person, Fantasy, Indie, Singleplayer, Comedy, Funny, Third-Person Shooter, Cartoony, Magic, Great Soundtrack, Score Attack, Multiplayer, Shooter, Addictive, Adventure, RPG, Arcade"
HYPERCHARGE: Unboxed,1157,"27 Apr, 2020","Action, Strategy, Casual, Adventure, Tower Defense, Co-op, Online Co-Op, FPS, Local Co-Op, Shooter, 4 Player Local, Split Screen, Multiplayer, First-Person, Sports, Tactical, Singleplayer, Retro, Character Customization, Indie"
Redout: Enhanced Edition,2852,"2 Sep, 2016","Racing, Automobile Sim, Futuristic, Fast-Paced, Great Soundtrack, Sci-fi, Indie, Multiplayer, VR, Colorful, Singleplayer, Arcade, Driving, Simulation, Difficult, Atmospheric, Space, Split Screen, Action, Sports"
Re:Legend,1017,"30 Aug, 2019","Farming Sim, RPG, Adventure, Simulation, Indie, Action, Crafting, Agriculture, Early Access, Singleplayer, Multiplayer, Co-op, Fantasy, Exploration, Cute, Anime, Great Soundtrack, Creature Collector, Farming"
CardLife: Creative Survival,1321,"28 Feb, 2019","Survival, Open World Survival Craft, Adventure, Open World, Massively Multiplayer, RPG, Action, Indie, Crafting, Building, Base Building, Fantasy, Online Co-Op, Singleplayer, Sandbox, PvE, Multiplayer, PvP, Early Access, Dinosaurs"
Dig or Die,3255,"10 Jul, 2018","Survival, Open World Survival Craft, Sandbox, Crafting, 2D, Open World, Indie, Strategy, Action, Multiplayer, Tower Defense, Building, Physics, Base Building, Co-op, Pixel Graphics, Singleplayer, Early Access, RPG, Adventure"
Heat,2125,"25 Jun, 2020","Survival, Western, Open World, Multiplayer, America, Adventure, RPG, Open World Survival Craft, Action, Indie, Sexual Content, Early Access, Crafting, Building, Simulation, Gore, Violent, PvP, Singleplayer, Sandbox"
The Mean Greens - Plastic Warfare,7373,"8 Dec, 2015","Action, Multiplayer, Third-Person Shooter, Shooter, Funny, Indie, Great Soundtrack, Colorful, Co-op, Online Co-Op, Fast-Paced, First-Person, FPS, Casual, Military, Singleplayer, Family Friendly, World War II"
Rusted Warfare - RTS,1243,"14 Jul, 2017","Strategy, RTS, Indie, Multiplayer, Base Building, 2D, Singleplayer, Real-Time, Moddable, Co-op, Pixel Graphics, Sandbox, Retro, Real-Time with Pause, Action, Robots, Mechs"
Time Warpers,362,"16 Jan, 2020","Clicker, Action, Casual, Adventure, FPS, RPG, Strategy, Simulation, Indie, Multiplayer, Co-op, Online Co-Op, Voxel, First-Person, Singleplayer, Tower Defense, Gun Customization, Time Travel, Atmospheric, Automation"
BallisticNG,716,"14 Dec, 2018","Racing, Indie, Fast-Paced, Futuristic, Action, Multiplayer, Sci-fi, Retro, VR, Singleplayer, Atmospheric, Great Soundtrack, Difficult, Driving, Co-op, Arcade, Shooter, Moddable, Controller, Combat Racing"
Racket: Nx,394,"17 Jul, 2018","Sports, Action, Indie, VR, Space, Sci-fi, Multiplayer, Singleplayer, Atmospheric, Early Access, eSports, Casual"
Audiosurf 2,4684,"26 May, 2015","Music, Rhythm, Indie, Music-Based Procedural Generation, Moddable, Casual, Singleplayer, Arcade, Local Multiplayer, Racing, Puzzle, Great Soundtrack, Local Co-Op, Multiplayer, Mouse only, Procedural Generation, Controller, Colorful, Difficult, Action"
Tempest: Pirate Action RPG,1428,"22 Aug, 2016","Pirates, Action, Naval, RPG, Open World, Indie, Singleplayer, Multiplayer, Third Person, Historical, Sailing, Atmospheric, Great Soundtrack, Difficult, Swordplay, Action-Adventure, Replay Value, Sandbox, Perma Death, CRPG"
Party Hard 2,1080,"25 Oct, 2018","Indie, Violent, Action, Pixel Graphics, Strategy, Stealth, Simulation, Adventure, Great Soundtrack, Singleplayer, Funny, Psychedelic, Difficult, Top-Down, Tactical, Music, Villain Protagonist, Gore, Multiplayer, Co-op"
N++ (NPLUSPLUS),1717,"25 Aug, 2016","Precision Platformer, 2D Platformer, Platformer, Difficult, Action, 2D, Great Soundtrack, Level Editor, Minimalist, Local Co-Op, Indie, Ninja, Singleplayer, Local Multiplayer, Puzzle Platformer, Fast-Paced, Colorful, 4 Player Local, Arcade, Multiplayer"
Juicy Realm,2416,"3 May, 2018","Action, Indie, Adventure, RPG, Casual, Action Roguelike, Roguelike, Cute, Roguelite, Twin Stick Shooter, Multiplayer, Local Co-Op, Co-op, Local Multiplayer, Shoot 'Em Up, Shooter, Cartoony, Colorful, Singleplayer, Top-Down"
Mitos.is: The Game,11748,"29 Jul, 2015","Free to Play, Multiplayer, Massively Multiplayer, Strategy, 2D, Survival, Funny, Casual, Simulation, Action, PvP, Online Co-Op, Indie, Co-op, Family Friendly, Difficult, Singleplayer, Adventure, Comedy, Illuminati"
PAYDAY™ The Heist,18346,"20 Oct, 2011","FPS, Action, Co-op, Heist, Multiplayer, Crime, Online Co-Op, Shooter, First-Person, Great Soundtrack, Team-Based, Stealth, Difficult, Tactical, Strategy, Singleplayer, Simulation, RPG, Indie, Adventure"
Handy Harry's Haunted House Services,151,"31 Jul, 2020","Indie, Multiplayer, Psychological Horror, Procedural Generation, Pixel Graphics, Horror, Retro, Funny, PvE, Survival, 3D, First-Person, Action, Survival Horror, Dark, Online Co-Op, Character Customization, Singleplayer, Early Access, Co-op"
Lethal League,2872,"27 Aug, 2014","Fighting, Local Multiplayer, Indie, 2D Fighter, Great Soundtrack, Multiplayer, Action, Sports, 2D, 4 Player Local, Arcade, Competitive, Fast-Paced, Funny, Pixel Graphics, Local Co-Op, Online Co-Op, Singleplayer, Soundtrack, eSports"
Rock of Ages,2499,"7 Sep, 2011","Comedy, Indie, Strategy, Action, Tower Defense, Racing, Historical, Multiplayer, Funny, Local Multiplayer, Bowling, Singleplayer, Destruction, Casual, Split Screen, Physics, Co-op"
Rake,3437,"13 Jul, 2015","Horror, Multiplayer, Survival Horror, Survival, First-Person, Hunting, Open World, Action, Indie, Adventure, Co-op, Atmospheric, Singleplayer, Simulation, FPS, Shooter, Gore, Online Co-Op, Supernatural, Funny"
WolfQuest,1162,"25 Mar, 2016","Simulation, RPG, Survival, Multiplayer, Open World, Adventure, Singleplayer, Indie, Cute, Realistic, Education, Exploration, Atmospheric, Action, Family Friendly, Third Person, Hunting, Nature, Psychological Horror, Free to Play"
Storm Chasers,658,"28 Jun, 2019","Simulation, Action, Early Access, Indie, Multiplayer, Singleplayer, First-Person"
Granny,668,"20 Nov, 2018","Horror, Adventure, Survival Horror, Indie, First-Person, Violent, Singleplayer, Gore, Multiplayer, Difficult, Puzzle, Survival, Action, Strategy, Free to Play"
DRAG,107,"11 Aug, 2020","Offroad, Racing, Sports, Multiplayer, Automobile Sim, Action, Driving, Realistic, Physics, Simulation, Sci-fi, Singleplayer, PvP, Split Screen, Early Access, Competitive, Futuristic, Indie, 3D"
Magicite,5344,"9 Jun, 2014","Indie, RPG, Roguelike, Multiplayer, Pixel Graphics, 2D, Adventure, Action Roguelike, Platformer, Crafting, Co-op, Perma Death, Action, Survival, Difficult, Online Co-Op, Roguelite, Singleplayer, Sandbox, Side Scroller"
Crashlands,2392,"21 Jan, 2016","Adventure, Crafting, Open World, RPG, Open World Survival Craft, Indie, Action, Survival, Sandbox, Funny, Singleplayer, Comedy, 2D, Multiplayer, Action RPG, Female Protagonist, Story Rich, Touch-Friendly, Co-op, Top-Down"
Snakeybus,1231,"10 May, 2019","Casual, Indie, Action, Automobile Sim, Driving, Arcade, Funny, Multiplayer, Singleplayer"
Monaco: What's Yours Is Mine,3610,"24 Apr, 2013","Co-op, Stealth, Indie, Heist, Local Co-Op, Strategy, Online Co-Op, Top-Down, Action, Multiplayer, Crime, Casual, Great Soundtrack, Adventure, Pixel Graphics, Local Multiplayer, Controller, 2D, Singleplayer, Loot"
Brain Meltdown - Into Despair,21,"1 Dec, 2020","Indie, 2D Platformer, Difficult, Hand-drawn, Singleplayer, Cute, Action, Adventure, Action-Adventure, 2D, Emotional, Early Access, Casual, Atmospheric, Platformer, Family Friendly, Character Action Game, Multiplayer"
Fantasy Strike,1257,"25 Jul, 2019","Free to Play, 2D Fighter, Fighting, Competitive, Indie, PvP, Multiplayer, Local Multiplayer, Singleplayer, Casual, Stylized, Colorful, Anime, Arcade, Fantasy, Martial Arts, Controller, Action, 3D, Fast-Paced"
Viscera Cleanup Detail: Santa's Rampage,3482,"13 Dec, 2013","Simulation, Gore, Indie, Blood, Co-op, Comedy, Funny, Multiplayer, First-Person, Singleplayer, Horror, Physics, Casual, Action, Psychological Horror, Sci-fi, Dark Humor, Violent"
Clash of Chefs VR,38,"16 Nov, 2018","Casual, Simulation, Indie, Early Access, VR, Multiplayer, Singleplayer, Action, Arcade, Comedy, Family Friendly, Funny, Management, PvP, 6DOF, Physics, Asynchronous Multiplayer, Competitive, Sports, Cooking"
Demolish & Build 2018,837,"8 Mar, 2018","Simulation, Indie, Multiplayer, Building, Destruction, Automobile Sim, Singleplayer, First-Person, Sandbox, Economy, Realistic, Casual, Relaxing, Atmospheric, Driving, Resource Management, Physics, Family Friendly, Open World, Action"
Planet Centauri,1380,"3 Jun, 2016","Open World Survival Craft, Sandbox, 2D, Adventure, Survival, Multiplayer, Pixel Graphics, Action, Crafting, RPG, Indie, Open World, Early Access, Singleplayer, Exploration, Building, Loot, Side Scroller, Platformer, Great Soundtrack"
Osiris: New Dawn,9728,"28 Sep, 2016","Horror, Open World Survival Craft, Survival, Space, Open World, Multiplayer, Sci-fi, Building, Adventure, Crafting, Sandbox, Base Building, Early Access, Action, Co-op, Singleplayer, RPG, Aliens, Indie, FPS"
Half Dead,2500,"1 Aug, 2016","Multiplayer, Survival, Adventure, Action, Co-op, Puzzle, First-Person, Singleplayer, Horror, Indie, Sci-fi, Funny, Gore, Early Access, Strategy, Open World, Atmospheric"
Journey Of Life,409,"2 May, 2018","Simulation, Adventure, RPG, Indie, Survival, Action, Casual, Early Access, Crafting, Multiplayer, Sandbox, Co-op, Open World, First-Person, Singleplayer"
Cue Club 2: Pool & Snooker,225,"7 Mar, 2016","Sports, Pool, Simulation, Multiplayer, Singleplayer, Casual, Relaxing, Indie, Touch-Friendly, Action, Strategy, Sexual Content, Nudity, Sequel, Co-op, Character Customization"
Late For Work,55,"28 Jun, 2019","VR, Local Multiplayer, Asymmetric VR, Destruction, Action, Indie, Multiplayer, Funny, Local Co-Op, Replay Value, 4 Player Local, PvP, Co-op, Singleplayer, Asynchronous Multiplayer, Casual, Arcade, Shoot 'Em Up, Third-Person Shooter, 3D"
Emily Wants To Play,1244,"10 Dec, 2015","Horror, Survival Horror, Indie, Action, VR, Psychological Horror, Strategy, Adventure, Simulation, Multiplayer, Singleplayer, First-Person, Co-op, Funny, Difficult, Walking Simulator, Memes, Survival"
The Story of Henry Bishop,262,"7 Nov, 2019","Adventure, Violent, Action, Indie, Horror, Survival Horror, Psychological Horror, Singleplayer, Multiplayer, First-Person, Dark, Puzzle, Gore, Exploration, Atmospheric, Survival, Zombies, FPS, Shooter, Classic"
Super Cane Magic ZERO - Legend of the Cane Cane,263,"30 May, 2019","Indie, Action, RPG, Adventure, Funny, Dungeon Crawler, Casual, Fantasy, 2D, Multiplayer, Singleplayer, Local Co-Op, Co-op, Story Rich, Local Multiplayer, Co-op Campaign, Hack and Slash, Comedy, 4 Player Local, Colorful"
Wargame: European Escalation,2089,"22 Feb, 2012","Strategy, RTS, Military, Cold War, Wargame, Realistic, Simulation, Alternate History, Real Time Tactics, War, Singleplayer, Action, Multiplayer, Real-Time, Tactical, Indie, Historical, Tanks, Co-op, Replay Value"
Medieval Engineers,4893,"19 Feb, 2015","Building, Sandbox, Medieval, Physics, Open World, Destruction, Multiplayer, Simulation, Crafting, Survival, Strategy, Early Access, Action, Singleplayer, Indie, Realistic, Co-op, Adventure, Atmospheric, Voxel"
東方憑依華　～ Antinomy of Common Flowers.,1508,"5 Jan, 2018","Great Soundtrack, Fighting, 2D Fighter, Faith, Female Protagonist, Indie, Bullet Hell, Action, Anime, Lore-Rich, Cute, Fantasy, 2D, Story Rich, Arcade, Difficult, Singleplayer, Multiplayer, Memes, Family Friendly"
Super Fancy Pants Adventure,682,"20 Sep, 2017","Indie, Adventure, Action, Casual, Platformer, Parkour, 2D, Multiplayer, Great Soundtrack, Singleplayer, Fast-Paced, Stylized, Side Scroller"
Worbital,200,"31 Jan, 2019","Action, Strategy, Indie, Local Multiplayer, Co-op, Physics, Sci-fi, Singleplayer, Space, Multiplayer"
Dead Effect 2,1477,"6 May, 2016","Action, Zombies, FPS, Co-op, Horror, Indie, Survival, RPG, Multiplayer, Shooter, Gore, Sci-fi, Singleplayer, First-Person, PvP, Early Access, Loot, Open World, Online Co-Op, Great Soundtrack"
Styx: Master of Shadows,5624,"7 Oct, 2014","Stealth, Fantasy, Singleplayer, Action, Adventure, Third Person, RPG, Assassin, Parkour, Steampunk, Dark Fantasy, Atmospheric, Magic, Story Rich, Difficult, Open World, Great Soundtrack, Gore, Indie, Multiplayer"
Yooka-Laylee,1993,"11 Apr, 2017","Collectathon, 3D Platformer, Adventure, Kickstarter, Indie, Colorful, Platformer, Action, Great Soundtrack, Family Friendly, Exploration, Singleplayer, Cute, Funny, Retro, Casual, Open World, Comedy, Cartoony, Multiplayer"
Drox Operative 2,75,"1 Jun, 2020","RPG, Indie, Action, Early Access, Space, Sci-fi, Action RPG, Character Customization, 4X, Open World, Co-op, Choices Matter, Singleplayer, Exploration, Real-Time, Loot, Procedural Generation, Isometric, Multiplayer"
Hammerwatch,3376,"12 Aug, 2013","Dungeon Crawler, Indie, RPG, Co-op, Pixel Graphics, Action, Local Co-Op, Online Co-Op, Adventure, Hack and Slash, Retro, Fantasy, Multiplayer, 2D, Top-Down, 4 Player Local, Singleplayer, Roguelike, Local Multiplayer, Level Editor"
Act of Aggression - Reboot Edition,2013,"2 Sep, 2015","Strategy, RTS, Multiplayer, Base Building, Military, War, Singleplayer, Action, Indie, Classic, Tactical, Co-op, Real-Time, Real Time Tactics, Tanks"
Bloody Trapland,2327,"18 Nov, 2013","Platformer, Difficult, Co-op, Multiplayer, Indie, Action, Gore, Local Co-Op, Adventure, Blood, Local Multiplayer, 2D, Online Co-Op, Casual, Pixel Graphics, Singleplayer, Funny, 4 Player Local, Cute, Great Soundtrack"
Pizza Connection 3,426,"22 Mar, 2018","Strategy, Simulation, Management, Economy, Building, Singleplayer, Indie, Sandbox, Cartoony, Retro, Difficult, Casual, Resource Management, Action, City Builder, Classic, Multiplayer, Psychological Horror, Nudity, Cult Classic"
Steel Division 2 - Commander Deluxe Pack,14,"20 Jun, 2019","Strategy, Action, Indie, Simulation, Singleplayer, Moddable, RTS, War, Co-op, Tactical, Turn-Based Strategy, Multiplayer, World War II, Realistic, Replay Value, Real-Time with Pause"
Hob,3220,"26 Sep, 2017","Adventure, Action, Singleplayer, Indie, Platformer, Puzzle, Open World, Exploration, Puzzle Platformer, 3D Platformer, Metroidvania, Atmospheric, Controller, RPG, Great Soundtrack, Hack and Slash, Action RPG, Action-Adventure, Colorful, Multiplayer"
Nibiru,246,"14 May, 2020","Action, Adventure, Indie, Early Access, Open World, Survival, Sci-fi, Story Rich, FPS, Singleplayer, Great Soundtrack, Multiplayer, Crafting, 4 Player Local, Sandbox, First-Person, Co-op, Local Multiplayer, Aliens, Massively Multiplayer"
